game_id,play_id,type,frame,x,y,tracklet_id
19783001319551,6,defender,72299,22.2633,25.1189,3
19783001319551,6,defender,72300,22.5617,24.9987,3
19783001319551,6,defender,72301,22.2205,25.5066,3
19783001319551,6,defender,72302,21.9253,25.4278,3
19783001319551,6,defender,72303,21.8192,25.7889,3
19783001319551,6,defender,72304,21.6643,26.0432,3
19783001319551,6,defender,72305,21.9632,26.0864,3
19783001319551,6,defender,72306,21.9484,26.3139,3
19783001319551,6,defender,72307,21.9156,26.1109,3
19783001319551,6,defender,72308,21.8816,26.497,3
19783001319551,6,defender,72309,21.8395,26.7255,3
19783001319551,6,defender,72310,21.9432,26.7059,3
19783001319551,6,defender,72311,21.9343,26.7924,3
19783001319551,6,defender,72312,21.7915,26.7613,3
19783001319551,6,defender,72313,22.0895,26.6352,3
19783001319551,6,defender,72314,21.9892,26.7481,3
19783001319551,6,defender,72315,22.0631,26.4466,3
19783001319551,6,defender,72316,22.3945,26.62,3
19783001319551,6,defender,72317,22.2596,27.1125,3
19783001319551,6,defender,72318,22.0852,27.0084,3
19783001319551,6,defender,72319,21.9902,26.7697,3
19783001319551,6,defender,72320,22.2048,27.0775,3
19783001319551,6,defender,72321,22.1039,27.1742,3
19783001319551,6,defender,72322,22.0601,27.0453,3
19783001319551,6,defender,72323,22.1922,27.1789,3
19783001319551,6,defender,72324,22.2307,27.2038,3
19783001319551,6,defender,72325,22.0229,27.6364,3
19783001319551,6,defender,72326,21.7801,27.4053,3
19783001319551,6,defender,72327,22.0418,27.4746,3
19783001319551,6,defender,72328,21.8499,27.8399,3
19783001319551,6,defender,72329,21.9146,27.8478,3
19783001319551,6,defender,72330,21.7606,27.8958,3
19783001319551,6,defender,72331,21.6449,27.697,3
19783001319551,6,defender,72332,21.2823,27.8568,3
19783001319551,6,defender,72333,21.032,27.8664,3
19783001319551,6,defender,72334,20.6649,27.5487,3
19783001319551,6,defender,72335,20.5568,27.8555,3
19783001319551,6,defender,72336,19.9088,27.7831,3
19783001319551,6,defender,72337,19.8472,27.6168,3
19783001319551,6,defender,72338,19.81,27.8619,3
19783001319551,6,defender,72339,19.5926,27.9661,3
19783001319551,6,defender,72340,19.4102,28.0214,3
19783001319551,6,defender,72341,19.3437,28.1383,3
19783001319551,6,defender,72342,19.3972,28.4567,3
19783001319551,6,defender,72343,19.5589,28.942,3
19783001319551,6,defender,72344,19.5939,28.7244,3
19783001319551,6,defender,72345,18.9214,29.006,3
